sample_id,reads,flow_id,date,longitude,latitude,fire,ammonium,clay,conductivity,elev,exc_aluminium,exc_calcium,exc_magnesium,exc_potassium,exc_sodium,nitrate,organic_carbon,ph,phosphorus_colwell,potassium_colwell,sand,silt,sulphur,texture,vegetation_type,woody_veg_cover
s42468,62516,BY8DT,2008-03-06,119.0561,-28.6164,,NA,11.19,62.3,415.4,NA,NA,NA,NA,NA,NA,7.9902,8.42,NA,NA,50.09,38.73,NA,NA,,12.00000000000001
s42469,56547,BY8DT,2008-04-04,145.157,-32.6919,,NA,20.28,50.7,133,NA,NA,NA,NA,NA,NA,8.0805,6.71,NA,NA,35.38,44.34,NA,NA,,15.999999999999993
s42470,68231,BY8DT,2008-04-04,145.1566,-32.6919,,NA,9.73,56.5,118,NA,NA,NA,NA,NA,NA,8.5017,6.72,NA,NA,42.14,48.13,NA,NA,,15.999999999999993
s42471,35831,BY8DT,2007-10-23,143.9195,-35.7758,,NA,28.53,1110.5,86,NA,NA,NA,NA,NA,NA,8.9426,4.91,NA,NA,17.36,54.11,NA,NA,,5.000000000000004
s42472,122584,BY8DT,2008-02-07,147.1706,-41.4379,,NA,17.48,102.95,2.5,NA,NA,NA,NA,NA,NA,16.3082,5.385,NA,NA,30.91,51.61,NA,NA,,31.000000000000007
s42473,95413,BY8DT,2008-07-16,136.1356,-30.0962,,NA,26.57,126.9,103.5,NA,NA,NA,NA,NA,NA,6.8329,7,NA,NA,34.88,38.55,NA,NA,,0
s42475,31759,BY8DT,2007-10-13,148.1492,-23.4283,,NA,22.43,94.2,180,NA,NA,NA,NA,NA,NA,16.5349,7.54,NA,NA,33.8,43.77,NA,NA,,15.999999999999993
s42476,98652,BY8DT,2015-01-01,142.648084,-37.75228,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42477,117139,BY8DT,2015-01-01,142.648362,-37.752199,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42478,89030,BY8DT,2015-01-01,142.648362,-37.752199,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42479,77072,BY8DT,2015-01-01,142.64863,-37.752121,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42480,46457,BY8DT,2015-01-01,142.648909,-37.752046,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42481,48842,BY8DT,2015-01-01,142.649177,-37.751971,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42482,77335,BY8DT,2015-01-01,142.649456,-37.751899,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42483,96161,BY8DT,2015-01-01,142.649724,-37.751824,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42484,91804,BY8DT,2015-01-01,142.649993,-37.751751,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42485,39225,BY8DT,2015-01-01,142.650272,-37.751676,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42486,90324,BY8DT,2015-01-01,142.65054,-37.751601,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42487,136646,BY8DT,2015-01-01,142.650819,-37.751529,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42488,95900,BY8DT,2015-01-01,142.651087,-37.751454,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42489,103963,BY8DT,2015-01-01,142.651087,-37.751454,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42490,51717,BY8DT,2015-01-01,142.651366,-37.751376,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42491,59360,BY8DT,2015-01-01,142.651634,-37.751301,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42492,103168,BY8DT,2015-01-01,142.651913,-37.751228,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42493,128984,BY8DT,2015-01-01,142.652181,-37.751153,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42494,109244,BY8DT,2015-01-01,142.65246,-37.751078,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42495,105745,BY8DT,2015-01-01,142.652729,-37.751003,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42496,93221,BY8DT,2015-01-01,142.653008,-37.750925,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42497,89137,BY8DT,2015-01-01,142.653276,-37.750847,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42498,124374,BY8DT,2015-01-01,142.653555,-37.750772,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42499,180548,BY8DT,2015-01-01,142.653823,-37.7507,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42500,85851,BY8DT,2015-01-01,142.653823,-37.7507,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42501,156490,BY8DT,2015-01-01,142.654091,-37.750625,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42502,183148,BY245,2015-01-01,142.65437,-37.75055,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42503,107893,BY245,2015-01-01,142.654638,-37.750475,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42504,210249,BY245,2015-01-01,142.654917,-37.750399,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42505,185285,BY245,2015-01-01,142.647825,-37.752352,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42506,82062,BY245,2015-01-01,142.647568,-37.752427,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42507,120499,BY245,2015-01-01,142.64731,-37.75251,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42508,56252,BY245,2015-01-01,142.647042,-37.752588,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42509,123329,BY245,2015-01-01,142.646785,-37.752671,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42510,117111,BY245,2015-01-01,142.646527,-37.752752,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42511,215356,BY245,2015-01-01,142.646527,-37.752752,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42512,56052,BY245,2015-01-01,142.64627,-37.752827,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42513,31190,BY245,2015-01-01,142.646012,-37.752907,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42514,33938,BY245,2015-01-01,142.645744,-37.752982,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42515,213289,BY245,2015-01-01,142.645476,-37.753052,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42516,49407,BY245,2015-01-01,142.645218,-37.753127,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42517,45832,BY245,2015-01-01,142.644961,-37.753197,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42518,44578,BY245,2015-01-01,142.644693,-37.753275,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42519,62107,BY245,2015-01-01,142.644424,-37.75335,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42520,55974,BY245,2015-01-01,142.644167,-37.753425,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42521,52797,BY245,2015-01-01,142.643909,-37.753503,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42522,147908,BY245,2015-01-01,142.643909,-37.753503,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42523,68856,BY245,2015-01-01,142.643641,-37.753583,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42524,50582,BY245,2015-01-01,142.643384,-37.753658,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42525,67056,BY245,2015-01-01,142.655185,-37.750322,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42527,164870,BY245,2015-01-01,142.655464,-37.750241,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42528,192860,BY245,2015-01-01,142.655733,-37.750163,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42529,179432,BY245,2015-01-01,142.656012,-37.750088,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42530,33560,BY245,2015-01-01,142.65628,-37.75001,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42531,68825,BY245,2015-01-01,142.656559,-37.749933,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42532,89313,BY245,2015-01-01,142.656827,-37.749852,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42533,52511,BY245,2015-01-01,142.657106,-37.749777,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42534,69195,BY245,2015-01-01,142.657374,-37.749699,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42535,75736,BY245,2015-01-01,142.657642,-37.749622,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42536,135171,BY245,2015-01-01,142.657642,-37.749622,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42537,76733,BY245,2015-01-01,142.657911,-37.749546,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42538,62518,BY245,2015-01-01,142.658179,-37.749466,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42539,75585,BY245,2015-01-01,142.658458,-37.749391,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42540,101924,BY245,2015-01-01,142.658726,-37.749313,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42541,159488,BY245,2015-01-01,142.659005,-37.749235,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42542,77980,BY245,2015-01-01,142.659273,-37.74916,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42543,98609,BY245,2015-01-01,142.659541,-37.749085,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42544,100962,BY245,2015-01-01,142.65982,-37.749007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42545,155470,BY245,2015-01-01,142.660089,-37.74893,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42546,62307,BY245,2015-01-01,142.660367,-37.748852,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42547,122117,BY245,2015-01-01,142.660367,-37.748852,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42548,48191,BY245,2015-01-01,142.660636,-37.748777,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42549,160427,BY245,2015-01-01,142.660915,-37.748699,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42550,141417,BY245,2015-01-01,142.661183,-37.748626,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42551,158534,BY245,2015-01-01,142.661462,-37.748549,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8.000000000000007
s42552,67525,BY245,2015-01-01,142.66173,-37.748474,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8.000000000000007
s42553,117978,BY245,2015-01-01,142.66173,-37.748474,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8.000000000000007
s42554,140375,BY245,2015-01-01,142.651366,-37.751376,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42555,149903,BY245,2015-01-01,142.647825,-37.752352,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.0000000000000009
s42556,33690,BY245,2015-01-01,142.644167,-37.753425,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42557,230206,BY245,2015-01-01,142.657642,-37.749622,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0
s42558,167282,BY245,2015-01-01,142.661462,-37.748549,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8.000000000000007
s42560,50225,C5M89,2017-05-30,135.8394,-15.6104,,NA,NA,7.31,NA,NA,NA,NA,NA,NA,NA,NA,6.36,NA,NA,NA,NA,NA,NA,,29.000000000000004
s42561,78465,C5M89,2017-05-30,135.9629,-15.6213,,NA,NA,12.28,NA,NA,NA,NA,NA,NA,NA,NA,6.57,NA,NA,NA,NA,NA,NA,,32.00000000000001
s42562,70772,C5M89,2017-05-30,136.3926,-15.7112,,NA,NA,1389,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,,13.00000000000001
s42563,37872,C5M89,2017-06-24,136.3164,-15.6693,,NA,NA,45.1,NA,NA,NA,NA,NA,NA,NA,NA,4.84,NA,NA,NA,NA,NA,NA,,7.000000000000006
s42564,32355,C5M89,2017-06-24,136.1547,-15.6472,,NA,NA,11.27,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,,17.999999999999993
s42565,106954,C5M89,2017-05-30,135.7531,-15.6489,,NA,NA,5.91,NA,NA,NA,NA,NA,NA,NA,NA,6.19,NA,NA,NA,NA,NA,NA,,27
s42566,93057,C5M89,2017-05-30,136.4549,-15.7796,,NA,NA,20.69,NA,NA,NA,NA,NA,NA,NA,NA,5.78,NA,NA,NA,NA,NA,NA,,15.999999999999993
s42567,17414,C5M89,2017-05-29,134.095,-15.8548,,NA,NA,20.17,NA,NA,NA,NA,NA,NA,NA,NA,6.37,NA,NA,NA,NA,NA,NA,,16.999999999999993
s42568,67783,C5M89,2017-05-30,136.5326,-15.8926,,NA,NA,487,NA,NA,NA,NA,NA,NA,NA,NA,5.52,NA,NA,NA,NA,NA,NA,,23
s42569,43972,C5M89,2017-05-29,134.1527,-15.9003,,NA,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA,7.44,NA,NA,NA,NA,NA,NA,,13.00000000000001
s42570,18223,C5M89,2017-06-21,136.5267,-15.9152,,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,6.33,NA,NA,NA,NA,NA,NA,,0
s42571,87462,C5M89,2017-05-30,136.2728,-15.9141,,NA,NA,4.71,NA,NA,NA,NA,NA,NA,NA,NA,5.82,NA,NA,NA,NA,NA,NA,,7.000000000000006
s42572,101479,C5M89,2017-06-21,136.5598,-15.9187,,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,5.19,NA,NA,NA,NA,NA,NA,,2.0000000000000018
s42573,60937,C5M89,2017-06-21,136.6084,-16.028,,NA,NA,1930,NA,NA,NA,NA,NA,NA,NA,NA,6.14,NA,NA,NA,NA,NA,NA,,11.00000000000001
s42574,95852,C5M89,2017-05-29,134.0455,-15.9204,,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,6.68,NA,NA,NA,NA,NA,NA,,18.999999999999993
s42575,19504,C5M89,2017-06-24,136.1286,-15.9907,,NA,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,5.24,NA,NA,NA,NA,NA,NA,,24
s42576,559,C5M89,2017-05-29,133.9468,-16.0074,,NA,NA,91.9,NA,NA,NA,NA,NA,NA,NA,NA,8.51,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42577,38134,C5M89,2017-06-21,136.644,-16.0143,,NA,NA,115.2,NA,NA,NA,NA,NA,NA,NA,NA,4.74,NA,NA,NA,NA,NA,NA,,5.000000000000004
s42578,27219,C5M89,2017-05-31,135.3903,-16.0278,,NA,NA,19.91,NA,NA,NA,NA,NA,NA,NA,NA,6.36,NA,NA,NA,NA,NA,NA,,24
s42579,40059,C5M89,2017-06-24,136.0491,-16.0602,,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,6.36,NA,NA,NA,NA,NA,NA,,2.0000000000000018
s42580,77914,C5M89,2017-05-31,135.3648,-16.0388,,NA,NA,7.28,NA,NA,NA,NA,NA,NA,NA,NA,6.14,NA,NA,NA,NA,NA,NA,,12.00000000000001
s42581,185543,C5M89,2017-06-24,136.3223,-16.0884,,NA,NA,9.71,NA,NA,NA,NA,NA,NA,NA,NA,6.77,NA,NA,NA,NA,NA,NA,,10.000000000000009
s42582,84115,C5M89,2017-05-23,134.4845,-16.0776,,NA,NA,17.73,NA,NA,NA,NA,NA,NA,NA,NA,5.64,NA,NA,NA,NA,NA,NA,,7.000000000000006
s42583,213408,C5M89,2017-05-23,134.7046,-16.091,,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,NA,,9.000000000000007
s42584,69293,C5M89,2017-06-24,136.356,-16.1285,,NA,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,6.26,NA,NA,NA,NA,NA,NA,,15.000000000000014
s42585,48560,C5M89,2017-05-23,134.8634,-16.1324,,NA,NA,17.33,NA,NA,NA,NA,NA,NA,NA,NA,6.12,NA,NA,NA,NA,NA,NA,,15.000000000000014
s42586,25915,C5M89,2017-05-30,135.3011,-16.1348,,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,7.23,NA,NA,NA,NA,NA,NA,,20.999999999999996
s42587,68449,C5M89,2017-05-23,134.3845,-16.1415,,NA,NA,13.09,NA,NA,NA,NA,NA,NA,NA,NA,5.82,NA,NA,NA,NA,NA,NA,,4.0000000000000036
s42588,40806,C5M89,2017-06-24,136.3648,-16.1466,,NA,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA,6.12,NA,NA,NA,NA,NA,NA,,17.999999999999993
s42589,23961,C5M89,2017-06-24,136.0486,-16.1501,,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,6.49,NA,NA,NA,NA,NA,NA,,12.00000000000001
s42590,72823,C5M89,2017-05-23,134.3198,-16.1769,,NA,NA,4.78,NA,NA,NA,NA,NA,NA,NA,NA,6.33,NA,NA,NA,NA,NA,NA,,13.00000000000001
s42591,26594,C5M89,2017-05-23,134.3257,-16.1827,,NA,NA,12.04,NA,NA,NA,NA,NA,NA,NA,NA,6.19,NA,NA,NA,NA,NA,NA,,9.000000000000007
s42592,20151,C5M89,2017-05-30,135.2904,-16.1803,,NA,NA,26.03,NA,NA,NA,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,,17.999999999999993
s42593,72184,C5M89,2017-06-24,136.2399,-16.1846,,NA,NA,54.5,NA,NA,NA,NA,NA,NA,NA,NA,8.56,NA,NA,NA,NA,NA,NA,,4.0000000000000036
s42594,42630,C5M89,2017-05-27,133.431,-16.3457,,NA,NA,9.08,NA,NA,NA,NA,NA,NA,NA,NA,5.98,NA,NA,NA,NA,NA,NA,,8.000000000000007
s42595,149718,C5M89,2017-05-23,134.8549,-16.2245,,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,5.98,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42596,149471,C5M89,2017-05-30,135.258,-16.231,,NA,NA,21.26,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,,13.00000000000001
s42597,57006,C5M89,2017-05-30,135.806,-16.2813,,NA,NA,15.09,NA,NA,NA,NA,NA,NA,NA,NA,5.46,NA,NA,NA,NA,NA,NA,,15.999999999999993
s42598,93533,C5M89,2017-06-24,136.1941,-16.3207,,NA,NA,16.16,NA,NA,NA,NA,NA,NA,NA,NA,6.69,NA,NA,NA,NA,NA,NA,,21.999999999999996
s42599,121289,C5M89,2017-06-23,136.6863,-16.3892,,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,6.47,NA,NA,NA,NA,NA,NA,,19.999999999999996
s42600,36032,C5M89,2017-05-30,136.1108,-16.4516,,NA,NA,20.07,NA,NA,NA,NA,NA,NA,NA,NA,6.73,NA,NA,NA,NA,NA,NA,,11.00000000000001
s42601,41094,C5M89,2017-05-30,136.0561,-16.4897,,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,7.02,NA,NA,NA,NA,NA,NA,,28.000000000000004
s42602,38897,C5M89,2017-05-27,133.5529,-16.4768,,NA,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,6.26,NA,NA,NA,NA,NA,NA,,15.000000000000014
s42603,42360,C5M89,2017-05-30,136.0224,-16.4781,,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,6.82,NA,NA,NA,NA,NA,NA,,17.999999999999993
s42604,77621,C5M89,2017-05-30,136.5625,-16.5213,,NA,NA,14.09,NA,NA,NA,NA,NA,NA,NA,NA,6.39,NA,NA,NA,NA,NA,NA,,14.000000000000012
s42605,236819,C5M89,2017-05-27,133.644,-16.5523,,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,5.87,NA,NA,NA,NA,NA,NA,,19.999999999999996
s42606,117601,C5M89,2017-05-30,134.9662,-16.5257,,NA,NA,13.62,NA,NA,NA,NA,NA,NA,NA,NA,6.42,NA,NA,NA,NA,NA,NA,,10.000000000000009
s42607,96650,C5M89,2017-05-23,134.6233,-16.5631,,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,5.79,NA,NA,NA,NA,NA,NA,,3.0000000000000027
s42608,22754,C5M89,2017-05-30,135.9823,-16.6042,,NA,NA,13.32,NA,NA,NA,NA,NA,NA,NA,NA,6.55,NA,NA,NA,NA,NA,NA,,18.999999999999993
s42609,30808,C5M89,2017-05-30,135.7984,-16.5996,,NA,NA,45.1,NA,NA,NA,NA,NA,NA,NA,NA,7.66,NA,NA,NA,NA,NA,NA,,26
s42611,40209,C5M89,2017-05-27,133.526,-16.6248,,NA,NA,21.02,NA,NA,NA,NA,NA,NA,NA,NA,6.84,NA,NA,NA,NA,NA,NA,,6.000000000000005
s42612,28380,C5M89,2017-05-30,135.9101,-16.6336,,NA,NA,75.5,NA,NA,NA,NA,NA,NA,NA,NA,7.93,NA,NA,NA,NA,NA,NA,,19.999999999999996
s42613,42467,C5M89,2017-05-30,135.8677,-16.629,,NA,NA,86.6,NA,NA,NA,NA,NA,NA,NA,NA,8.44,NA,NA,NA,NA,NA,NA,,16.999999999999993
s42614,131883,C5M89,2017-05-27,133.5092,-16.6671,,NA,NA,18.92,NA,NA,NA,NA,NA,NA,NA,NA,6.68,NA,NA,NA,NA,NA,NA,,7.000000000000006
s42615,16023,C5M89,2017-05-23,134.2274,-16.6786,,NA,NA,14.28,NA,NA,NA,NA,NA,NA,NA,NA,6.49,NA,NA,NA,NA,NA,NA,,8.000000000000007
s42616,35752,C5M89,2017-05-30,136.2357,-16.7212,,NA,NA,8.58,NA,NA,NA,NA,NA,NA,NA,NA,5.64,NA,NA,NA,NA,NA,NA,,7.000000000000006
s42617,39621,C5M89,2017-05-27,134.0882,-16.7547,,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,5.68,NA,NA,NA,NA,NA,NA,,13.00000000000001
s42618,117260,C5M89,2017-05-23,134.6593,-16.7674,,NA,NA,12.06,NA,NA,NA,NA,NA,NA,NA,NA,5.24,NA,NA,NA,NA,NA,NA,,13.00000000000001
